FIT201,LIT301,FIT301
2.471022,882.3656273953093,2.229382
2.471022,882.4105038223539,2.229382
2.471022,882.4553802493986,2.229382
2.471022,882.5002566764432,2.229382
2.471022,882.5451331034878,2.229382
2.471022,882.5900095305325,2.229382
2.471022,882.6348859575771,2.229382
2.471022,882.6797623846218,2.229382
2.471022,882.7246388116664,2.229382
2.471022,882.769515238711,2.229382
2.471022,882.8143916657557,2.229382
2.471022,882.8592680928003,2.229382
2.471022,882.904144519845,2.229382
2.471022,882.9490209468896,2.229382
2.471022,882.9938973739343,2.229382
2.471022,883.0387738009789,2.229382
2.471022,883.0836502280235,2.229382
2.471022,883.1285266550682,2.229382
2.471022,883.1734030821128,2.229382
2.471022,883.2182795091575,2.229382
2.471022,883.2631559362021,2.229382
2.471022,883.3080323632468,2.229382
2.471022,883.3529087902914,2.229382
2.471022,883.397785217336,2.229382
2.471022,883.4426616443807,2.229382
2.471022,883.4875380714253,2.229382
2.471022,883.53241449847,2.229382
2.471022,883.5772909255146,2.229382
2.471022,883.6221673525592,2.229382
2.471022,883.6670437796039,2.229382
2.471022,883.7119202066485,2.229382
2.471022,883.7567966336932,2.229382
2.471022,883.8016730607378,2.229382
2.471022,883.8465494877825,2.229382
2.471022,883.8914259148271,2.229382
2.471022,883.9363023418717,2.229382
2.471022,883.9811787689164,2.229382
2.471022,884.026055195961,2.229382
2.471022,884.0709316230057,2.229382
2.471022,884.1158080500503,2.229382
2.471022,884.160684477095,2.229382
2.471022,884.2055609041396,2.229382
2.471022,884.2504373311842,2.229382
2.471022,884.2953137582289,2.229382
2.471022,884.3401901852735,2.229382
2.471022,884.3850666123182,2.229382
2.471022,884.4299430393628,2.229382
2.471022,884.4748194664074,2.229382
2.471022,884.5196958934521,2.229382
2.471022,884.5645723204967,2.229382
2.471022,884.6094487475414,2.229382
2.471022,884.654325174586,2.229382
2.471022,884.6992016016306,2.229382
2.471022,884.7440780286753,2.229382
2.471022,884.7889544557199,2.229382
2.471022,884.8338308827646,2.229382
2.471022,884.8787073098092,2.229382
2.471022,884.9235837368539,2.229382
2.471022,884.9684601638985,2.229382
2.471022,885.0133365909431,2.229382
2.471022,885.0582130179878,2.229382
2.471022,885.1030894450324,2.229382
2.471022,885.1479658720771,2.229382
2.471022,885.1928422991217,2.229382
2.471022,885.2377187261663,2.229382
2.471022,885.282595153211,2.229382
2.471022,885.3274715802556,2.229382
2.471022,885.3723480073003,2.229382
2.471022,885.4172244343449,2.229382
2.471022,885.4621008613896,2.229382
2.471022,885.5069772884342,2.229382
2.471022,885.5518537154788,2.229382
2.471022,885.5967301425235,2.229382
2.471022,885.6416065695681,2.229382
2.471022,885.6864829966128,2.229382
2.471022,885.7313594236574,2.229382
2.471022,885.776235850702,2.229382
2.471022,885.8211122777467,2.229382
2.471022,885.8659887047913,2.229382
2.471022,885.910865131836,2.229382
2.471022,885.9557415588806,2.229382
2.471022,886.0006179859253,2.229382
2.471022,886.0454944129699,2.229382
2.471022,886.0903708400145,2.229382
2.471022,886.1352472670592,2.229382
2.471022,886.1801236941038,2.229382
2.471022,886.2250001211485,2.229382
2.471022,886.2698765481931,2.229382
2.471022,886.3147529752378,2.229382
2.471022,886.3596294022824,2.229382
2.471022,886.404505829327,2.229382
2.471022,886.4493822563717,2.229382
2.471022,886.4942586834163,2.229382
2.471022,886.539135110461,2.229382
2.471022,886.5840115375056,2.229382
2.471022,886.6288879645502,2.229382
2.471022,886.6737643915949,2.229382
2.471022,886.7186408186395,2.229382
2.471022,886.7635172456842,2.229382
2.471022,886.8083936727288,2.229382
2.471022,886.8532700997735,2.229382
2.471022,886.8981465268181,2.229382
2.471022,886.9430229538627,2.229382
2.471022,886.9878993809074,2.229382
2.471022,887.032775807952,2.229382
2.471022,887.0776522349967,2.229382
2.471022,887.1225286620413,2.229382
2.471022,887.167405089086,2.229382
2.471022,887.2122815161306,2.229382
2.471022,887.2571579431752,2.229382
2.471022,887.3020343702199,2.229382
2.471022,887.3469107972645,2.229382
2.471022,887.3917872243092,2.229382
2.471022,887.4366636513538,2.229382
2.471022,887.4815400783984,2.229382
2.471022,887.5264165054431,2.229382
2.471022,887.5712929324877,2.229382
2.471022,887.6161693595324,2.229382
2.471022,887.661045786577,2.229382
2.471022,887.7059222136216,2.229382
2.471022,887.7507986406663,2.229382
2.471022,887.7956750677109,2.229382
2.471022,887.8405514947556,2.229382
2.471022,887.8854279218002,2.229382
2.471022,887.9303043488449,2.229382
2.471022,887.9751807758895,2.229382
2.471022,888.0200572029341,2.229382
2.471022,888.0649336299788,2.229382
2.471022,888.1098100570234,2.229382
2.471022,888.1546864840681,2.229382
2.471022,888.1995629111127,2.229382
2.471022,888.2444393381573,2.229382
2.471022,888.289315765202,2.229382
2.471022,888.3341921922466,2.229382
2.471022,888.3790686192913,2.229382
2.471022,888.4239450463359,2.229382
2.471022,888.4688214733806,2.229382
2.471022,888.5136979004252,2.229382
2.471022,888.5585743274698,2.229382
2.471022,888.6034507545145,2.229382
2.471022,888.6483271815591,2.229382
2.471022,888.6932036086038,2.229382
2.471022,888.7380800356484,2.229382
2.471022,888.782956462693,2.229382
2.471022,888.8278328897377,2.229382
2.471022,888.8727093167823,2.229382
2.471022,888.917585743827,2.229382
2.471022,888.9624621708716,2.229382
2.471022,889.0073385979163,2.229382
2.471022,889.0522150249609,2.229382
2.471022,889.0970914520055,2.229382
2.471022,889.1419678790502,2.229382
2.471022,889.1868443060948,2.229382
2.471022,889.2317207331395,2.229382
2.471022,889.2765971601841,2.229382
2.471022,889.3214735872288,2.229382
2.471022,889.3663500142734,2.229382
2.471022,889.3663500142734,2.229382
2.471022,889.4561028683627,2.229382
2.471022,889.5009792954073,2.229382
2.471022,889.545855722452,2.229382
2.471022,889.5907321494966,2.229382
2.471022,889.6356085765412,2.229382
2.471022,889.6804850035859,2.229382
2.471022,889.7253614306305,2.229382
2.471022,889.7702378576752,2.229382
2.471022,889.8151142847198,2.229382
2.471022,889.8599907117645,2.229382
2.471022,889.9048671388091,2.229382
2.471022,889.9497435658537,2.229382
2.471022,889.9946199928984,2.229382
2.471022,890.039496419943,2.229382
2.471022,890.0843728469877,2.229382
2.471022,890.1292492740323,2.229382
2.471022,890.174125701077,2.229382
2.471022,890.2190021281216,2.229382
2.471022,890.2638785551662,2.229382
2.471022,890.3087549822109,2.229382
2.471022,890.3536314092555,2.229382
2.471022,890.3536314092555,2.229382
2.471022,890.3985078363002,2.229382
2.471022,890.4433842633448,2.229382
2.471022,890.5331371174341,2.229382
2.471022,890.5780135444787,2.229382
2.471022,890.6228899715234,2.229382
2.471022,890.667766398568,2.229382
2.471022,890.7126428256126,2.229382
2.471022,890.7575192526573,2.229382
2.471022,890.8023956797019,2.229382
2.471022,890.8472721067466,2.229382
2.471022,890.8921485337912,2.229382
2.471022,890.9370249608359,2.229382
2.471022,890.9819013878805,2.229382
2.471022,891.0267778149251,2.229382
2.471022,891.0716542419698,2.229382
2.471022,891.1165306690144,2.229382
2.471022,891.1614070960591,2.229382
2.471022,891.2062835231037,2.229382
2.471022,891.2511599501483,2.229382
2.471022,891.296036377193,2.229382
2.471022,891.3409128042376,2.229382
2.471022,891.3857892312823,2.229382
2.471022,891.4306656583269,2.229382
2.471022,891.4755420853716,2.229382
2.471022,891.5204185124162,2.229382
2.471022,891.5652949394608,2.229382
2.471022,891.6101713665055,2.229382
2.471022,891.6550477935501,2.229382
2.471022,891.6999242205948,2.229382
2.471022,891.7448006476394,2.229382
2.471022,891.789677074684,2.229382
2.471022,891.8345535017287,2.229382
2.471022,891.8794299287733,2.229382
2.471022,891.924306355818,2.229382
2.471022,891.9691827828626,2.229382
2.471022,892.0140592099073,2.229382
2.471022,892.0589356369519,2.229382
2.471022,892.1038120639965,2.229382
2.471022,892.1486884910412,2.229382
2.471022,892.1935649180858,2.229382
2.471022,892.2384413451305,2.229382
2.471022,892.2833177721751,2.229382
2.471022,892.3281941992198,2.229382
2.471022,892.3730706262644,2.229382
2.471022,892.417947053309,2.229382
2.471022,892.4628234803537,2.229382
2.471022,892.5076999073983,2.229382
2.471022,892.552576334443,2.229382
2.471022,892.5974527614876,2.229382
2.471022,892.6423291885322,2.229382
2.471022,892.6872056155769,2.229382
2.471022,892.7320820426215,2.229382
2.471022,892.7769584696662,2.229382
2.471022,892.8218348967108,2.229382
2.471022,892.8667113237555,2.229382
2.471022,892.9115877508001,2.229382
2.471022,892.9564641778447,2.229382
2.471022,893.0013406048894,2.229382
2.471022,893.046217031934,2.229382
2.471022,893.0910934589787,2.229382
2.471022,893.1359698860233,2.229382
2.471022,893.180846313068,2.229382
2.471022,893.2257227401126,2.229382
2.471022,893.2705991671572,2.229382
2.471022,893.3154755942019,2.229382
2.471022,893.3603520212465,2.229382
2.471022,893.4052284482912,2.229382
2.471022,893.4501048753358,2.229382
2.471022,893.4949813023804,2.229382
2.471022,893.5398577294251,2.229382
2.471022,893.5847341564697,2.229382
2.471022,893.6296105835144,2.229382
2.471022,893.674487010559,2.229382
2.471022,893.7193634376036,2.22951
2.471022,893.7642398646483,2.22951
2.471022,893.8090925200381,2.219133
2.471022,893.853945175428,2.144829
2.471022,893.9007250062997,1.992249
2.471022,893.9613042827729,1.71822
2.471022,894.0502201146113,1.408833
2.471022,894.1900275307347,1.027704
2.471022,894.3872930793448,0.6673285
2.471022,894.6553404015151,0.4058546
2.471022,894.9903152391399,0.2389264
2.471022,895.3738499774329,0.1368222
2.471022,895.7883859621626,0.07468852
2.471022,896.2218843359101,0.03830509
2.471022,896.6669219314649,0.01716683
2.471022,897.1187165140336,0.000896775
2.471022,897.5744368108167,0.0
2.471022,898.0331787179963,0.0
2.471022,898.4920871706893,0.0
2.471022,898.9509956233823,0.0
2.471022,899.4099040760752,0.0
2.471022,899.4099040760752,0.0
2.471022,900.3277209814612,0.0
2.471022,900.7866294341542,0.0
2.471022,901.2455378868472,0.0
2.471022,901.70444633954,0.0
2.471022,902.1633547922332,0.0
2.471022,902.622263244926,0.0
2.471022,903.0811716976192,0.0
2.471022,903.540080150312,0.0
2.471022,903.998988603005,0.0
2.471022,904.457897055698,0.0
2.471022,904.916805508391,0.0
2.471022,905.375713961084,0.0
2.471022,905.834622413777,0.0
2.471022,906.29353086647,0.0
2.471022,906.7524393191628,0.0
2.471022,907.211347771856,0.0
2.471022,907.6702562245488,0.0
2.471022,908.129164677242,0.0
2.471022,908.5880731299349,0.0
2.471022,909.0469815826278,0.0
2.471022,909.5058900353208,0.0
2.471022,909.9647984880138,0.0
2.471022,910.4237069407068,0.0
2.471022,910.8826153933998,0.0
2.471022,911.3415238460929,0.0
2.471022,911.8004322987856,0.0
2.471022,912.2593407514788,0.0
2.471022,912.7182492041716,0.0
2.471022,913.1771576568648,0.0
2.471022,913.6360661095576,0.0
2.471022,914.0949745622506,0.0
2.471022,914.5538830149436,0.0
2.471022,915.0127914676366,0.0
2.471022,915.4716999203296,0.0
2.471022,915.9306083730226,0.0
2.471022,916.3895168257156,0.0
2.471022,916.8484252784084,0.0
2.471022,917.3073337311016,0.0
2.471022,917.7662421837944,0.0
2.471022,918.2251506364876,0.0
2.471022,918.6840590891804,0.0
2.471022,919.1429675418734,0.0
2.471022,919.6018759945664,0.0
2.471022,920.0607844472594,0.0
2.471022,920.5196928999524,0.0
2.471022,920.9786013526452,0.0
2.471022,921.4375098053384,0.0
2.471022,921.8964182580312,0.0
2.471022,922.3553267107244,0.0
2.471022,922.8142351634172,0.0
2.471022,923.2731436161102,0.0
2.471022,923.7320520688032,0.0
2.471022,924.1909605214962,0.0
2.471022,924.6498689741892,0.0
2.471022,925.1087774268822,0.0
2.471022,925.5676858795752,0.0
2.471022,926.026594332268,0.0
2.471022,926.4855027849612,0.0
2.471022,926.944411237654,0.0
2.471022,927.4033196903472,0.0
2.471022,927.86222814304,0.0
2.471022,928.321136595733,0.0
2.471022,928.780045048426,0.0
2.471022,929.238953501119,0.0
2.471022,929.697861953812,0.0
2.471022,930.156770406505,0.0
2.471022,930.615678859198,0.0
2.471022,931.0745873118908,0.0
2.471022,931.533495764584,0.0
2.471022,931.9924042172768,0.0
2.471022,932.45131266997,0.0
2.471022,932.9102211226628,0.1851199
2.471022,933.3691295753558,0.4642731
2.471022,933.7936582908908,0.7883931
2.471022,934.166343775942,1.186945
2.471022,934.478834973898,1.576018
2.471022,934.717308686074,1.888223
2.471022,934.883525296365,2.007622
2.471022,934.991760426332,2.154822
2.471022,935.0778212452876,2.243731
2.471022,935.1365446612434,2.280114
2.471022,935.1787562486436,2.266662
2.471022,935.214210928888,2.25526
2.471022,935.2521638614772,2.233738
2.471022,935.2922343285026,2.229382
2.471022,935.3363017764204,2.228613
2.471022,935.3811782034652,2.225667
2.471022,935.4261974461544,2.225667
2.471022,935.471763808336,2.228229
2.471022,935.5173301705174,2.228229
2.471022,935.5624207281712,2.225795
2.471022,935.607511285825,2.225795
2.471022,935.6530538763518,2.225795
2.471022,935.6985964668786,2.226435
2.471022,935.7441390574054,2.226435
2.471022,935.7895627896582,2.226435
2.471022,935.8349865219112,2.226435
2.471022,935.880410254164,2.226435
2.471022,935.9258339864168,2.226435
2.471022,935.9712577186696,2.223873
2.471022,936.0166814509224,2.223873
2.471022,936.0625809877032,2.223873
2.471022,936.1084805244836,2.22477
2.471022,936.1543800612642,2.226435
2.471022,936.2001130107452,2.226435
2.471022,936.245536742998,2.233738
2.471022,936.245536742998,2.233738
2.471022,936.3350279231688,2.258976
2.471022,936.3790953710868,2.281779
2.471022,936.4184757172592,2.299715
2.471022,936.4536211802751,2.31291
2.471022,936.485435640165,2.319956
2.471022,936.5147995767354,2.3238
2.471022,936.5428549579964,2.325337
2.471022,936.57019644675,2.326234
2.471022,936.59725248993,2.326234
2.471022,936.6241419458104,2.325465
2.471022,936.6510314016908,2.314704
2.471022,936.678063673216,2.302405
2.471022,936.7070944351874,2.286391
2.471022,936.7384093188946,2.268328
2.471022,936.7726982594744,2.251673
2.471022,936.8103417891192,2.23835
2.471022,936.8510784196268,2.233097
2.471022,936.894289345108,2.229254
2.471022,936.938475837016,2.228998
2.471022,936.9833760357152,2.227973
2.471022,937.0283237777244,2.227973
2.471022,937.0734618786876,2.229638
2.471022,937.1185999796508,2.229638
2.471022,937.163428863386,2.229638
2.471022,937.2082577471213,2.229638
2.471022,937.2530866308564,2.229638
2.471022,937.2979155145914,2.22887
2.471022,937.3427443983264,2.22887
2.471022,937.3877159119904,2.22887
2.471022,937.432687425654,2.22887
2.471022,937.4776589393178,2.22887
2.471022,937.5226304529816,2.22887
2.471022,937.5676019666454,2.22887
2.471022,937.6125734803092,2.22887
2.471022,937.6575449939728,2.227588
2.471022,937.7025165076368,2.227588
2.471022,937.7477261092804,2.227588
2.471022,937.792935710924,2.227588
2.471022,937.8381453125678,2.227588
2.471022,937.8833549142116,2.227973
2.471022,937.9285645158552,2.228229
2.471022,937.9737026168184,2.230023
2.471022,938.0187931744724,2.230791
2.471022,938.063550557527,2.228357
2.471022,938.108165310653,2.228357
2.471022,938.153232096652,2.227973
2.471022,938.198298882651,2.227973
2.471022,938.2434369836144,2.227973
2.471022,938.2885750845776,2.227973
2.471022,938.3337131855408,2.227973
2.471022,938.3788512865042,2.227973
2.471022,938.4239893874676,2.229254
2.471022,938.4691274884308,2.229382
2.471022,938.5140276871302,2.229382
2.471022,938.5589041141748,2.229382
2.471022,938.6037805412196,2.229382
2.471022,938.6486569682642,2.229382
2.471022,938.6935333953088,2.229382
2.471022,938.7384098223534,2.229382
2.471022,938.783286249398,2.229382
2.471022,938.8281626764428,2.229382
2.471022,938.8730391034874,2.229382
2.471022,938.917915530532,2.229382
2.471022,938.9627919575768,2.229382
2.471022,939.0076683846212,2.229382
2.471022,939.052544811666,2.229382
2.471022,939.0974212387106,2.229382
2.471022,939.1422976657552,2.229382
2.471022,939.1871740928,2.229382
2.471022,939.2320505198444,2.229382
2.471022,939.2769269468891,2.229382
2.471022,939.3218033739338,2.229382
2.471022,939.3666798009784,2.229382
2.471022,939.4115562280232,2.229382
2.471022,939.4564326550676,2.229382
2.471022,939.5013090821124,2.229382
2.471022,939.546185509157,2.229382
2.471022,939.5910619362016,2.229382
2.471022,939.6359383632464,2.229382
2.471022,939.6808147902908,2.229382
2.471022,939.7256912173356,2.229382
2.471022,939.7705676443802,2.229382
2.471022,939.8154440714248,2.229382
2.471022,939.8603204984696,2.229382
2.471022,939.905196925514,2.229382
2.471022,939.9500733525588,2.229382
2.471022,939.9949497796034,2.229382
2.471022,940.039826206648,2.229382
2.471022,940.0847026336928,2.229382
2.471022,940.1295790607372,2.229382
2.471022,940.174455487782,2.229382
2.471022,940.2193319148266,2.229382
2.471022,940.2642083418712,2.229382
2.471022,940.309084768916,2.229382
2.471022,940.3539611959606,2.229382
2.471022,940.3988376230052,2.229382
2.471022,940.4437140500498,2.229382
2.471022,940.4885904770944,2.229382
2.471022,940.5334669041392,2.229382
2.471022,940.5783433311838,2.229382
2.471022,940.6232197582284,2.229382
2.471022,940.668096185273,2.229382
2.471022,940.7129726123176,2.229382
2.471022,940.7578490393624,2.229382
2.471022,940.802725466407,2.229382
2.471022,940.8476018934516,2.229382
2.471022,940.8924783204964,2.229382
2.471022,940.9373547475408,2.229382
2.471022,940.9822311745856,2.229382
2.471022,941.0271076016302,2.229382
2.471022,941.0719840286748,2.229382
2.471022,941.1168604557196,2.229382
2.471022,941.161736882764,2.229382
2.471022,941.2066133098087,2.229382
2.471022,941.2514897368534,2.229382
2.471022,941.296366163898,2.229382
2.471022,941.3412425909428,2.229382
2.471022,941.3861190179872,2.229382
2.471022,941.430995445032,2.229382
2.471022,941.430995445032,2.229382
2.471022,941.5207482991212,2.229382
2.471022,941.565624726166,2.229382
2.471022,941.6105011532104,2.229382
2.471022,941.6553775802552,2.229382
2.471022,941.7002540072998,2.229382
2.471022,941.7451304343444,2.229382
2.471022,941.7900068613892,2.229382
2.471022,941.8348832884336,2.229382
2.471022,941.8797597154784,2.229382
2.471022,941.924636142523,2.229382
2.471022,941.9695125695677,2.229382
2.471022,942.0143889966124,2.229382
2.471022,942.0592654236568,2.229382
2.471022,942.1041418507016,2.229382
2.471022,942.1490182777462,2.229382
2.471022,942.1938947047908,2.229382
2.471022,942.2387711318356,2.229382
2.471022,942.28364755888,2.229382
2.471022,942.3285239859248,2.229382
2.471022,942.3734004129694,2.229382
2.471022,942.418276840014,2.229382
2.471022,942.4631532670588,2.229382
2.471022,942.5080296941034,2.229382
2.471022,942.552906121148,2.229382
2.471022,942.5977825481926,2.229382
2.471022,942.6426589752372,2.229382
2.471022,942.687535402282,2.229382
2.471022,942.7324118293266,2.229382
2.471022,942.7772882563712,2.229382
2.471022,942.8221646834158,2.229382
2.471022,942.8670411104604,2.229382
2.471022,942.9119175375052,2.229382
2.471022,942.9567939645498,2.229382
2.471022,943.0016703915944,2.229382
2.471022,943.0465468186392,2.229382
2.471022,943.0914232456836,2.229382
2.471022,943.1362996727285,2.229382
2.471022,943.181176099773,2.229382
2.471022,943.2260525268176,2.229382
2.471022,943.2709289538624,2.229382
2.471022,943.3158053809068,2.229382
2.471022,943.3606818079516,2.229382
2.471022,943.4055582349962,2.229382
2.471022,943.4504346620408,2.229382
2.471022,943.4953110890856,2.229382
2.471022,943.54018751613,2.229382
2.471022,943.5850639431748,2.229382
2.471022,943.6299403702194,2.229382
2.471022,943.674816797264,2.229382
2.471022,943.7196932243088,2.229382
2.471022,943.7645696513532,2.229382
2.471022,943.809446078398,2.229382
2.471022,943.8543225054426,2.229382
2.471022,943.8991989324873,2.229382
2.471022,943.944075359532,2.229382
2.471022,943.9889517865764,2.229382
2.471022,944.0338282136212,2.229382
2.471022,944.0787046406658,2.229382
2.471022,944.1235810677103,2.229382
2.471022,944.1684574947552,2.229382
2.471022,944.2133339217996,2.229382
2.471022,944.2582103488444,2.229382
2.471022,944.303086775889,2.229382
2.471022,944.3479632029336,2.229382
2.471022,944.3928396299784,2.229382
2.471022,944.437716057023,2.229382
2.471022,944.4825924840676,2.229382
2.471022,944.5274689111122,2.229382
2.471022,944.5723453381568,2.229382
2.471022,944.6172217652016,2.229382
2.471022,944.6620981922462,2.229382
2.471022,944.7069746192908,2.229382
2.471022,944.7518510463354,2.229382
2.471022,944.79672747338,2.229382
2.471022,944.8416039004248,2.229382
2.471022,944.8864803274694,2.229382
2.471022,944.931356754514,2.229382
2.471022,944.9762331815588,2.229382
2.471022,945.0211096086032,2.229382
2.471022,945.065986035648,2.229382
2.471022,945.1108624626926,2.229382
2.471022,945.1557388897372,2.229382
2.471022,945.200615316782,2.229382
2.471022,945.2454917438264,2.229382
2.471022,945.2903681708711,2.229382
2.471022,945.3352445979158,2.229382
2.471022,945.3801210249604,2.229382
2.471022,945.4249974520052,2.229382
2.471022,945.4698738790496,2.229382
2.471022,945.5147503060944,2.229382
2.471022,945.559626733139,2.229382
2.471022,945.6045031601836,2.229382
2.471022,945.6045031601836,2.229382
2.471022,945.6942560142728,2.229382
2.471022,945.7391324413176,2.229382
2.471022,945.7840088683622,2.229382
2.471022,945.8288852954068,2.229382
2.471022,945.8737617224516,2.229382
2.471022,945.918638149496,2.229382
2.471022,945.9635145765408,2.229382
2.471022,946.0083910035854,2.229382
2.471022,946.05326743063,2.229382
2.471022,946.0981438576748,2.229382
2.471022,946.1430202847192,2.229382
2.471022,946.187896711764,2.229382
2.471022,946.2327731388086,2.229382
2.471022,946.2776495658532,2.229382
2.471022,946.322525992898,2.229382
2.471022,946.3674024199426,2.229382
2.471022,946.4122788469872,2.229382
2.471022,946.4571552740318,2.229382
2.471022,946.5020317010764,2.229382
2.471022,946.5469081281212,2.229382
2.471022,946.5469081281212,2.229382
2.471022,946.6366609822104,2.229382
2.471022,946.681537409255,2.229382
2.471022,946.7264138362996,2.229382
2.471022,946.7712902633444,2.229382
2.471022,946.816166690389,2.229382
2.471022,946.8610431174336,2.229382
2.471022,946.9059195444784,2.229382
2.471022,946.9507959715228,2.229382
2.471022,946.9956723985676,2.229382
2.471022,947.0405488256122,2.229382
2.471022,947.0854252526568,2.229382
2.471022,947.1303016797016,2.229382
2.471022,947.175178106746,2.229382
2.471022,947.2200545337907,2.229382
2.471022,947.2649309608354,2.229382
2.471022,947.30980738788,2.229382
2.471022,947.3546838149248,2.229382
2.471022,947.3995602419692,2.229382
2.471022,947.444436669014,2.229382
2.471022,947.4893130960586,2.229382
2.471022,947.5341895231032,2.229382
2.471022,947.579065950148,2.229382
2.471022,947.6239423771924,2.229382
2.471022,947.6688188042372,2.229382
2.471022,947.7136952312818,2.229382
2.471022,947.7585716583264,2.229382
2.471022,947.8034480853712,2.229382
2.471022,947.8483245124156,2.229382
2.471022,947.8932009394604,2.229382
2.471022,947.938077366505,2.229382
2.471022,947.9829537935497,2.229382
2.471022,948.0278302205944,2.229382
2.471022,948.0727066476388,2.229382
2.471022,948.1175830746836,2.229382
2.471022,948.1624595017282,2.229382
2.471022,948.2073359287727,2.229382
2.471022,948.2522123558176,2.229382
2.471022,948.297088782862,2.229382
2.471022,948.3419652099068,2.229382
2.471022,948.3868416369514,2.229382
2.471022,948.431718063996,2.229382
2.471022,948.4765944910408,2.229382
2.471022,948.5214709180854,2.229382
2.471022,948.56634734513,2.229382
2.471022,948.6112237721746,2.229382
2.471022,948.6561001992192,2.229382
2.471022,948.700976626264,2.229382
2.471022,948.7458530533086,2.229382
2.471022,948.7907294803532,2.229382
2.471022,948.8356059073978,2.229382
2.471022,948.8804823344424,2.229382
2.471022,948.9253587614872,2.229382
2.471022,948.9702351885318,2.229382
2.471022,949.0151116155764,2.229382
2.471022,949.0599880426212,2.229382
2.471022,949.1048644696656,2.229382
2.471022,949.1497408967105,2.229382
2.471022,949.194617323755,2.229382
2.471022,949.2394937507996,2.229382
2.471022,949.2843701778444,2.229382
2.471022,949.3292466048888,2.229382
2.471022,949.3741230319336,2.229382
2.471022,949.4189994589782,2.229382
2.471022,949.4638758860228,2.229382
2.471022,949.5087523130676,2.229382
2.471022,949.553628740112,2.229382
2.471022,949.5985051671568,2.229382
2.471022,949.6433815942014,2.229382
2.471022,949.688258021246,2.229382
2.471022,949.7331344482908,2.229382
2.471022,949.7780108753352,2.229382
2.471022,949.82288730238,2.229382
2.471022,949.8677637294246,2.229382
2.471022,949.9126401564693,2.229382
2.471022,949.957516583514,2.229382
2.471022,950.0023930105584,2.229382
2.471022,950.0472694376032,2.229382
2.471022,950.0921458646478,2.229382
2.471022,950.1370222916923,2.229382
2.471022,950.1818987187372,2.229382
2.471022,950.2267751457816,2.229382
2.471022,950.2716515728264,2.229382
2.471022,950.316527999871,2.229382
2.471022,950.3614044269156,2.229382
2.471022,950.4062808539604,2.229382
2.471022,950.451157281005,2.229382
2.471022,950.4960337080496,2.229382
2.471022,950.5409101350942,2.229382
2.471022,950.5857865621388,2.229382
2.471022,950.6306629891836,2.229382
2.471022,950.6755394162282,2.229382
2.471022,950.7204158432728,2.229382
2.471022,950.7652922703174,2.229382
2.471022,950.810168697362,2.229382
2.471022,950.8550451244068,2.229382
2.471022,950.8999215514514,2.229382
2.471022,950.944797978496,2.229382
2.471022,950.9896744055408,2.229382
2.471022,951.0345508325852,2.229382
2.471022,951.07942725963,2.229382
2.471022,951.1243036866746,2.229382
2.471022,951.1691801137192,2.229382
2.471022,951.214056540764,2.229382
2.471022,951.2589329678084,2.229382
2.471022,951.3038093948531,2.229382
2.471022,951.3486858218978,2.229382
2.471022,951.3935622489424,2.229382
2.471022,951.4384386759872,2.229382
2.471022,951.4833151030316,2.229382
2.471022,951.5281915300764,2.229382
2.471022,951.573067957121,2.229382
2.471022,951.6179443841656,2.229382
2.471022,951.6628208112104,2.229382
2.471022,951.7076972382548,2.229382
2.471022,951.7525736652996,2.229382
2.471022,951.7974500923442,2.229382
2.471022,951.8423265193888,2.229382
2.471022,951.8872029464336,2.229382
2.471022,951.8872029464336,2.229382
2.471022,951.9769558005228,2.229382
2.471022,952.0218322275674,2.229382
2.471022,952.066708654612,2.229382
2.471022,952.1115850816568,2.229382
2.471022,952.1564615087012,2.229382
2.471022,952.201337935746,2.229382
2.471022,952.2462143627906,2.229382
2.471022,952.2910907898352,2.229382
2.471022,952.33596721688,2.229382
2.471022,952.3808436439244,2.229382
2.471022,952.4257200709692,2.229382
2.471022,952.4705964980138,2.229382
2.471022,952.5154729250584,2.229382
2.471022,952.5603493521032,2.229382
2.471022,952.6052257791478,2.229382
2.471022,952.6501022061924,2.229382
2.471022,952.694978633237,2.229382
2.471022,952.7398550602816,2.229382
2.471022,952.7847314873264,2.229382
2.471022,952.829607914371,2.229382
2.471022,952.8744843414156,2.229382
2.471022,952.9193607684604,2.229382
2.471022,952.9642371955048,2.229382
2.471022,953.0091136225496,2.229382
2.471022,953.0539900495942,2.229382
2.471022,953.0988664766388,2.229382
2.471022,953.1437429036836,2.229382
2.471022,953.188619330728,2.229382
2.471022,953.2334957577727,2.229382
2.471022,953.2783721848174,2.229382
2.471022,953.323248611862,2.229382
2.471022,953.3681250389068,2.229382
2.471022,953.4130014659512,2.229382
2.471022,953.457877892996,2.229382
2.471022,953.5027543200406,2.229382
2.471022,953.5476307470852,2.229382
2.471022,953.59250717413,2.229382
2.471022,953.6373836011744,2.229382
2.471022,953.6822600282192,2.229382
2.471022,953.7271364552638,2.229382
2.471022,953.7720128823084,2.229382
2.471022,953.8168893093532,2.229382
2.471022,953.8617657363976,2.229382
2.471022,953.9066421634424,2.229382
2.471022,953.951518590487,2.229382
2.471022,953.9963950175317,2.229382
2.471022,954.0412714445764,2.229382
2.471022,954.0861478716208,2.229382
2.471022,954.1310242986656,2.229382
2.471022,954.1759007257102,2.229382
2.471022,954.2207771527547,2.229382
2.471022,954.2656535797996,2.229382
2.471022,954.310530006844,2.229382
